sentence_id,line_no,sample_id,source,difficulty,sentence_type,difficulty_score,gold_status,selection_tags,raw_text,gold,char_len,gold_word_count,split,split_role,review_flags,notes,participant_count,sentence_avg_word_f1,sentence_avg_boundary_f1,sentence_exact_match_rate,discrimination_index
141,141,evahan_test_b_581,EvaHan-2022,high,classical,66.7,confirmed,ancient_chinese|joint_wsg_pos|sentence_level|cross_source|oov_heavy|long_sentence|pos_rich,秦宣太后异父弟曰穰侯魏冉，同父弟曰华阳君芈戎；王之同母弟曰高陵君、泾阳君。魏冉最贤，自惠王、武王时，任职用事，武王薨，诸弟争立，唯魏冉力能立昭王。,秦 / 宣太后 / 异父弟 / 曰 / 穰侯 / 魏冉 / ， / 同父弟 / 曰 / 华阳君 / 芈戎 / ； / 王 / 之 / 同母弟 / 曰 / 高陵君 / 、 / 泾阳君 / 。 / 魏冉 / 最 / 贤 / ， / 自 / 惠王 / 、 / 武王 / 时 / ， / 任 / 职 / 用 / 事 / ， / 武王 / 薨 / ， / 诸 / 弟 / 争 / 立 / ， / 唯 / 魏冉 / 力 / 能 / 立 / 昭王 / 。,73,50,test_b,platform_eval_v2_draft,,Test A is same-book; Test B is cross-book.,104,0.511803,0.762895,0.0,0.349994
142,142,evahan_test_b_931,EvaHan-2022,high,classical,66.55,confirmed,ancient_chinese|joint_wsg_pos|sentence_level|cross_source|oov_heavy|long_sentence|pos_rich,"左师公徐趋而坐，自謝曰：""老臣病足，不得見久矣，窃自恕；而恐太后体之有所苦也，故愿望見太后。""太后曰：""老妇恃輦而行。""曰：""食得毋衰乎？""曰：""恃粥耳。""太后不和之色稍解，左师公曰：""老臣贱息舒祺，最少，不肖，而臣衰，窃憐愛之，愿得補黑衣之缺以卫王宮，昧死以闻！""","左师公 / 徐 / 趋 / 而 / 坐 / ， / 自 / 謝 / 曰 / ： / "" / 老臣 / 病 / 足 / ， / 不 / 得 / 見 / 久 / 矣 / ， / 窃 / 自 / 恕 / ； / 而 / 恐 / 太后 / 体 / 之 / 有 / 所 / 苦 / 也 / ， / 故 / 愿 / 望見 / 太后 / 。 / "" / 太后 / 曰 / ： / "" / 老妇 / 恃 / 輦 / 而 / 行 / 。 / "" / 曰 / ： / "" / 食 / 得毋 / 衰 / 乎 / ？ / "" / 曰 / ： / "" / 恃 / 粥 / 耳 / 。 / "" / 太后 / 不 / 和 / 之 / 色 / 稍 / 解 / ， / 左师公 / 曰 / ： / "" / 老臣 / 贱息 / 舒祺 / ， / 最 / 少 / ， / 不肖 / ， / 而 / 臣 / 衰 / ， / 窃 / 憐愛 / 之 / ， / 愿 / 得 / 補 / 黑衣 / 之 / 缺 / 以 / 卫 / 王宮 / ， / 昧死 / 以 / 闻 / ！ / """,133,113,test_b,platform_eval_v2_draft,very_long,Test A is same-book; Test B is cross-book.,104,0.608928,0.799569,0.0,0.420661
143,143,evahan_test_b_776,EvaHan-2022,high,classical,66.45,confirmed,ancient_chinese|joint_wsg_pos|sentence_level|cross_source|oov_heavy|long_sentence|pos_rich,"会于澠池。王与赵王饮，酒酣，秦王请赵王鼓瑟，赵王鼓之。藺相如复请秦王击缶，秦王不肯。相如曰：""五步之内，臣请得以頸血溅大王矣！""","会 / 于 / 澠池 / 。 / 王 / 与 / 赵王 / 饮 / ， / 酒 / 酣 / ， / 秦王 / 请 / 赵王 / 鼓 / 瑟 / ， / 赵王 / 鼓 / 之 / 。 / 藺相如 / 复 / 请 / 秦王 / 击 / 缶 / ， / 秦王 / 不 / 肯 / 。 / 相如 / 曰 / ： / "" / 五 / 步 / 之 / 内 / ， / 臣 / 请 / 得 / 以 / 頸 / 血 / 溅 / 大王 / 矣 / ！ / """,64,53,test_b,platform_eval_v2_draft,,Test A is same-book; Test B is cross-book.,104,0.546878,0.788812,0.0,0.42502
144,144,evahan_test_b_54,EvaHan-2022,high,classical,66.42,confirmed,ancient_chinese|joint_wsg_pos|sentence_level|cross_source|oov_heavy|long_sentence|pos_rich,"次问翟璜，对曰：""仁君。""文侯曰：""何以知之？""对曰：""臣闻君仁则臣直。向者任座之言直，臣是以知之。""文侯悅，使翟璜召任座而反之，亲下堂迎之，以为上客。","次 / 问 / 翟璜 / ， / 对 / 曰 / ： / "" / 仁君 / 。 / "" / 文侯 / 曰 / ： / "" / 何 / 以 / 知 / 之 / ？ / "" / 对 / 曰 / ： / "" / 臣 / 闻 / 君 / 仁 / 则 / 臣 / 直 / 。 / 向者 / 任座 / 之 / 言 / 直 / ， / 臣 / 是 / 以 / 知 / 之 / 。 / "" / 文侯 / 悅 / ， / 使 / 翟璜 / 召 / 任座 / 而 / 反 / 之 / ， / 亲 / 下 / 堂 / 迎 / 之 / ， / 以 / 为 / 上客 / 。",76,67,test_b,platform_eval_v2_draft,,Test A is same-book; Test B is cross-book.,104,0.614363,0.8019,0.0,0.405109
145,145,evahan_test_b_627,EvaHan-2022,high,classical,66.25,confirmed,ancient_chinese|joint_wsg_pos|sentence_level|cross_source|oov_heavy|long_sentence|pos_rich,"十七年（癸亥）或谓秦王曰：""孟嘗君相秦，必先齐而后秦；秦其危哉！""秦王乃以楼緩为相，囚孟嘗君，欲杀之。孟嘗君使人求解于秦王幸姬，姬曰：""愿得君狐白裘。""","十七年 / （ / 癸亥 / ） / 或 / 谓 / 秦王 / 曰 / ： / "" / 孟嘗君 / 相 / 秦 / ， / 必 / 先 / 齐 / 而 / 后 / 秦 / ； / 秦 / 其 / 危 / 哉 / ！ / "" / 秦王 / 乃 / 以 / 楼緩 / 为 / 相 / ， / 囚 / 孟嘗君 / ， / 欲 / 杀 / 之 / 。 / 孟嘗君 / 使 / 人 / 求 / 解 / 于 / 秦王 / 幸姬 / ， / 姬 / 曰 / ： / "" / 愿 / 得 / 君 / 狐白裘 / 。 / """,76,60,test_b,platform_eval_v2_draft,,Test A is same-book; Test B is cross-book.,104,0.605581,0.801914,0.009615,0.458641
146,146,evahan_test_b_683,EvaHan-2022,high,classical,65.38,confirmed,ancient_chinese|joint_wsg_pos|sentence_level|cross_source|oov_heavy|long_sentence|pos_rich,穰侯荐左更白起于秦王以代向壽将兵，败魏师、韩师于伊闕，斩首二十四万级，虏公孙喜，拔五城。秦王以白起为国尉。,穰侯 / 荐 / 左更 / 白起 / 于 / 秦王 / 以 / 代 / 向壽 / 将 / 兵 / ， / 败 / 魏师 / 、 / 韩师 / 于 / 伊闕 / ， / 斩首 / 二十四万 / 级 / ， / 虏 / 公孙喜 / ， / 拔 / 五城 / 。 / 秦王 / 以 / 白起 / 为 / 国尉 / 。,53,35,test_b,platform_eval_v2_draft,,Test A is same-book; Test B is cross-book.,104,0.527101,0.767433,0.0,0.406385
147,147,evahan_test_b_1034,EvaHan-2022,high,classical,65.16,confirmed,ancient_chinese|joint_wsg_pos|sentence_level|cross_source|oov_heavy|long_sentence|pos_rich,"公子患之，数请魏王敕晋鄙令救赵，及宾客辯士遊说万端，王终不聽。公子乃属宾客约车騎百余乘，欲赴斗以死于赵；过夷门，見侯生。侯生曰：""公子勉之矣，老臣不能从！""","公子 / 患 / 之 / ， / 数 / 请 / 魏王 / 敕 / 晋鄙 / 令 / 救 / 赵 / ， / 及 / 宾客 / 辯士 / 遊说 / 万端 / ， / 王 / 终 / 不 / 聽 / 。 / 公子 / 乃 / 属 / 宾客 / 约 / 车騎 / 百余 / 乘 / ， / 欲 / 赴 / 斗 / 以 / 死 / 于 / 赵 / ； / 过 / 夷门 / ， / 見 / 侯生 / 。 / 侯生 / 曰 / ： / "" / 公子 / 勉 / 之 / 矣 / ， / 老臣 / 不 / 能 / 从 / ！ / """,78,62,test_b,platform_eval_v2_draft,,Test A is same-book; Test B is cross-book.,104,0.669743,0.820029,0.0,0.399972
148,148,evahan_test_b_53,EvaHan-2022,high,classical,64.93,confirmed,ancient_chinese|joint_wsg_pos|sentence_level|cross_source|oov_heavy|long_sentence|pos_rich,"使乐羊伐中山，克之；以封其子击。文侯问于群臣曰：""我何如主？""皆曰：""仁君。""任座曰：""君得中山，不以封君之弟而以封君之子，何谓仁君！""文侯怒，任座趋出。","使 / 乐羊 / 伐 / 中山 / ， / 克 / 之 / ； / 以 / 封 / 其 / 子 / 击 / 。 / 文侯 / 问 / 于 / 群 / 臣 / 曰 / ： / "" / 我 / 何 / 如 / 主 / ？ / "" / 皆 / 曰 / ： / "" / 仁君 / 。 / "" / 任座 / 曰 / ： / "" / 君 / 得 / 中山 / ， / 不 / 以 / 封 / 君 / 之 / 弟 / 而 / 以 / 封 / 君 / 之 / 子 / ， / 何 / 谓 / 仁君 / ！ / "" / 文侯 / 怒 / ， / 任座 / 趋 / 出 / 。",77,68,test_b,platform_eval_v2_draft,,Test A is same-book; Test B is cross-book.,104,0.632181,0.811117,0.0,0.450869
149,149,evahan_test_b_845,EvaHan-2022,high,classical,64.47,confirmed,ancient_chinese|joint_wsg_pos|sentence_level|cross_source|oov_heavy|long_sentence|pos_rich,"韩人告急于秦，秦王弗救。韩相国谓陳筮曰：""事急矣，愿公雖病，为一宿之行！""陳筮如秦，見穰侯。穰侯曰：""事急乎？故使公来。""陳筮曰：""未急也。""穰侯怒曰：""何也？""陳筮曰：""彼韩急则将变而他从；以未急，故复来耳。""","韩人 / 告急 / 于 / 秦 / ， / 秦王 / 弗 / 救 / 。 / 韩 / 相国 / 谓 / 陳筮 / 曰 / ： / "" / 事 / 急 / 矣 / ， / 愿 / 公 / 雖 / 病 / ， / 为 / 一 / 宿 / 之 / 行 / ！ / "" / 陳筮 / 如 / 秦 / ， / 見 / 穰侯 / 。 / 穰侯 / 曰 / ： / "" / 事 / 急 / 乎 / ？ / 故 / 使 / 公 / 来 / 。 / "" / 陳筮 / 曰 / ： / "" / 未 / 急 / 也 / 。 / "" / 穰侯 / 怒 / 曰 / ： / "" / 何 / 也 / ？ / "" / 陳筮 / 曰 / ： / "" / 彼 / 韩 / 急 / 则 / 将 / 变 / 而 / 他 / 从 / ； / 以 / 未 / 急 / ， / 故 / 复 / 来 / 耳 / 。 / """,106,95,test_b,platform_eval_v2_draft,very_long,Test A is same-book; Test B is cross-book.,104,0.634963,0.807674,0.0,0.497708
150,150,evahan_test_b_558,EvaHan-2022,high,classical,64.31,confirmed,ancient_chinese|joint_wsg_pos|sentence_level|cross_source|oov_heavy|long_sentence|pos_rich,"八年（甲寅）甘茂攻宜阳，五月而不拔。樗里子、公孙奭果争之。秦王召甘茂，欲罢兵。甘茂曰：""息壤在彼。""","八年 / （ / 甲寅 / ） / 甘茂 / 攻 / 宜阳 / ， / 五月 / 而 / 不 / 拔 / 。 / 樗里子 / 、 / 公孙奭 / 果 / 争 / 之 / 。 / 秦王 / 召 / 甘茂 / ， / 欲 / 罢 / 兵 / 。 / 甘茂 / 曰 / ： / "" / 息壤 / 在 / 彼 / 。 / """,50,37,test_b,platform_eval_v2_draft,,Test A is same-book; Test B is cross-book.,104,0.618826,0.804234,0.0,0.395922
151,151,evahan_test_b_969,EvaHan-2022,high,classical,64.29,confirmed,ancient_chinese|joint_wsg_pos|sentence_level|cross_source|oov_heavy|long_sentence|pos_rich,"秦王闻括已为赵将，乃阴使武安君为上将军而王齕为裨将，令军中：""有敢洩武安君将者斩！""赵括至军，悉更约束，易置军吏，出兵击秦师。武安君佯败而走，张二奇兵以劫之。","秦王 / 闻 / 括 / 已 / 为 / 赵将 / ， / 乃 / 阴 / 使 / 武安君 / 为 / 上将军 / 而 / 王齕 / 为 / 裨将 / ， / 令 / 军 / 中 / ： / "" / 有 / 敢 / 洩 / 武安君 / 将 / 者 / 斩 / ！ / "" / 赵括 / 至 / 军 / ， / 悉 / 更 / 约束 / ， / 易 / 置 / 军吏 / ， / 出 / 兵 / 击 / 秦师 / 。 / 武安君 / 佯 / 败 / 而 / 走 / ， / 张 / 二 / 奇 / 兵 / 以 / 劫 / 之 / 。",79,63,test_b,platform_eval_v2_draft,,Test A is same-book; Test B is cross-book.,104,0.578059,0.793483,0.0,0.383983
152,152,evahan_test_b_206,EvaHan-2022,high,classical,64.19,confirmed,ancient_chinese|joint_wsg_pos|sentence_level|cross_source|oov_heavy|long_sentence|pos_rich,"事魏相公叔痤，痤知其贤，未及进。会病，魏惠王往问之曰：""公叔病如有不可諱，将柰社稷何？""公叔曰：""痤之中庶子卫鞅，年雖少，有奇才，愿君举国而聽之！""王嘿然。公叔曰：""君即不聽用鞅，必杀之，无令出境！""王许诺而去。","事 / 魏 / 相 / 公叔痤 / ， / 痤 / 知 / 其 / 贤 / ， / 未 / 及 / 进 / 。 / 会 / 病 / ， / 魏惠王 / 往 / 问 / 之 / 曰 / ： / "" / 公叔 / 病 / 如 / 有 / 不 / 可 / 諱 / ， / 将 / 柰 / 社稷 / 何 / ？ / "" / 公叔 / 曰 / ： / "" / 痤 / 之 / 中庶子 / 卫鞅 / ， / 年 / 雖 / 少 / ， / 有 / 奇 / 才 / ， / 愿 / 君 / 举 / 国 / 而 / 聽 / 之 / ！ / "" / 王 / 嘿然 / 。 / 公叔 / 曰 / ： / "" / 君 / 即 / 不 / 聽 / 用 / 鞅 / ， / 必 / 杀 / 之 / ， / 无 / 令 / 出 / 境 / ！ / "" / 王 / 许诺 / 而 / 去 / 。",106,93,test_b,platform_eval_v2_draft,very_long,Test A is same-book; Test B is cross-book.,104,0.627716,0.806759,0.0,0.436861
153,153,evahan_test_b_846,EvaHan-2022,high,classical,64.15,confirmed,ancient_chinese|joint_wsg_pos|sentence_level|cross_source|oov_heavy|long_sentence|pos_rich,"穰侯曰：""请发兵矣。""乃与武安君及客卿胡阳救韩，八日而至，败魏军于华阳之下，走芒卯，虏三将，斩首十三万。武安君又与赵将贾偃战，沈其卒二万人于河。","穰侯 / 曰 / ： / "" / 请 / 发 / 兵 / 矣 / 。 / "" / 乃 / 与 / 武安君 / 及 / 客卿 / 胡阳 / 救 / 韩 / ， / 八 / 日 / 而 / 至 / ， / 败 / 魏 / 军 / 于 / 华阳 / 之 / 下 / ， / 走 / 芒卯 / ， / 虏 / 三 / 将 / ， / 斩 / 首 / 十三万 / 。 / 武安君 / 又 / 与 / 赵 / 将 / 贾偃 / 战 / ， / 沈 / 其 / 卒 / 二万 / 人 / 于 / 河 / 。",72,59,test_b,platform_eval_v2_draft,,Test A is same-book; Test B is cross-book.,104,0.634814,0.814357,0.0,0.388373
154,154,evahan_test_b_2148,EvaHan-2022,high,classical,64.03,confirmed,ancient_chinese|joint_wsg_pos|sentence_level|cross_source|oov_heavy|long_sentence|pos_rich,其后分封，以国爲姓，有徐氏、郯氏、莒氏、终黎氏、运奄氏、菟裘氏、将梁氏、黄氏、江氏、脩鱼氏、白冥氏、蜚廉氏、秦氏。,其 / 后 / 分 / 封 / ， / 以 / 国 / 爲 / 姓 / ， / 有 / 徐氏 / 、 / 郯氏 / 、 / 莒氏 / 、 / 终黎氏 / 、 / 运奄氏 / 、 / 菟裘氏 / 、 / 将梁氏 / 、 / 黄氏 / 、 / 江氏 / 、 / 脩鱼氏 / 、 / 白冥氏 / 、 / 蜚廉氏 / 、 / 秦氏 / 。,57,37,test_b,platform_eval_v2_draft,,Test A is same-book; Test B is cross-book.,104,0.606341,0.812964,0.009615,0.451903
155,155,evahan_test_b_352,EvaHan-2022,high,classical,64.0,confirmed,ancient_chinese|joint_wsg_pos|sentence_level|cross_source|oov_heavy|long_sentence|pos_rich,"舍人辭去，曰：""苏君忧秦伐赵败从约，以为非君莫能得秦柄；故激怒君，使臣阴奉给君资，尽苏君之计谋也。""张仪曰：""嗟乎，此吾在術中而不悟，吾不及苏君明矣。为吾謝苏君，苏君之时，仪何敢言！""","舍人 / 辭 / 去 / ， / 曰 / ： / "" / 苏君 / 忧 / 秦 / 伐 / 赵 / 败 / 从 / 约 / ， / 以为 / 非 / 君 / 莫 / 能 / 得 / 秦 / 柄 / ； / 故 / 激怒 / 君 / ， / 使臣 / 阴 / 奉 / 给 / 君 / 资 / ， / 尽 / 苏君 / 之 / 计谋 / 也 / 。 / "" / 张仪 / 曰 / ： / "" / 嗟乎 / ， / 此 / 吾 / 在 / 術 / 中 / 而 / 不 / 悟 / ， / 吾 / 不 / 及 / 苏君 / 明 / 矣 / 。 / 为 / 吾 / 謝 / 苏君 / ， / 苏君 / 之 / 时 / ， / 仪 / 何 / 敢 / 言 / ！ / """,92,80,test_b,platform_eval_v2_draft,very_long,Test A is same-book; Test B is cross-book.,104,0.612378,0.799663,0.0,0.414159
156,156,evahan_test_b_288,EvaHan-2022,high,classical,63.87,confirmed,ancient_chinese|joint_wsg_pos|sentence_level|cross_source|long_sentence|pos_rich,"魏人大发兵，以太子申为将，以御齐师。孙子谓田忌曰：""彼三晋之兵素悍勇而輕齐，齐号为怯，善战者因其势而利导之。兵法：『百里而趣利者蹶上将，五十里而趣利者军半至。』""","魏人 / 大 / 发 / 兵 / ， / 以 / 太子申 / 为 / 将 / ， / 以 / 御 / 齐师 / 。 / 孙子 / 谓 / 田忌 / 曰 / ： / "" / 彼 / 三晋 / 之 / 兵 / 素 / 悍 / 勇 / 而 / 輕 / 齐 / ， / 齐 / 号 / 为 / 怯 / ， / 善 / 战 / 者 / 因 / 其 / 势 / 而 / 利 / 导 / 之 / 。 / 兵法 / ： / 『 / 百 / 里 / 而 / 趣 / 利 / 者 / 蹶 / 上将 / ， / 五十 / 里 / 而 / 趣 / 利 / 者 / 军 / 半 / 至 / 。 / 』 / """,81,71,test_b,platform_eval_v2_draft,very_long,Test A is same-book; Test B is cross-book.,104,0.569756,0.778387,0.0,0.438468
157,157,evahan_test_b_839,EvaHan-2022,high,classical,63.81,confirmed,ancient_chinese|joint_wsg_pos|sentence_level|cross_source|oov_heavy|pos_rich,四十年（丙戌）秦相国穰侯伐魏。韩暴鳶救魏，穰侯大破之，斩首四万。暴鳶走开封。,四十年 / （ / 丙戌 / ） / 秦 / 相国 / 穰侯 / 伐 / 魏 / 。 / 韩暴鳶 / 救 / 魏 / ， / 穰侯 / 大 / 破 / 之 / ， / 斩 / 首 / 四万 / 。 / 暴鳶 / 走 / 开封 / 。,38,27,test_b,platform_eval_v2_draft,,Test A is same-book; Test B is cross-book.,104,0.595343,0.795123,0.0,0.363925
158,158,evahan_test_b_116,EvaHan-2022,high,classical,63.76,confirmed,ancient_chinese|joint_wsg_pos|sentence_level|cross_source|oov_heavy|long_sentence|pos_rich,"吴起不悅，谓田文曰：""请与子論功可乎？""田文曰：""可。""起曰：""将三军，使士卒乐死，敌国不敢谋，子孰与起？""文曰：""不如子。""","吴起 / 不 / 悅 / ， / 谓 / 田文 / 曰 / ： / "" / 请 / 与 / 子 / 論 / 功 / 可 / 乎 / ？ / "" / 田文 / 曰 / ： / "" / 可 / 。 / "" / 起 / 曰 / ： / "" / 将 / 三军 / ， / 使 / 士卒 / 乐 / 死 / ， / 敌国 / 不 / 敢 / 谋 / ， / 子 / 孰 / 与 / 起 / ？ / "" / 文 / 曰 / ： / "" / 不 / 如 / 子 / 。 / """,63,57,test_b,platform_eval_v2_draft,,Test A is same-book; Test B is cross-book.,104,0.642553,0.8058,0.0,0.472209
159,159,evahan_test_b_788,EvaHan-2022,high,classical,63.65,confirmed,ancient_chinese|joint_wsg_pos|sentence_level|cross_source|long_sentence|pos_rich,"及城潰，人争门而出，皆以轊折车败，为燕所擒；独田单宗人以铁笼得免，遂奔即墨。是时齐地皆属燕，独莒、即墨未下，乐毅乃並右军、前军以围莒，左军、后军围即墨。即墨大夫出战而死。即墨人曰：""安平之战，田单宗人以铁笼得全，是多智习兵。""因共立以为将以拒燕。","及 / 城 / 潰 / ， / 人 / 争 / 门 / 而 / 出 / ， / 皆 / 以 / 轊 / 折 / 车 / 败 / ， / 为 / 燕 / 所 / 擒 / ； / 独 / 田单 / 宗人 / 以 / 铁笼 / 得 / 免 / ， / 遂 / 奔 / 即墨 / 。 / 是 / 时 / 齐地 / 皆 / 属 / 燕 / ， / 独 / 莒 / 、 / 即墨 / 未 / 下 / ， / 乐毅 / 乃 / 並 / 右军 / 、 / 前军 / 以 / 围 / 莒 / ， / 左军 / 、 / 后军 / 围 / 即墨 / 。 / 即墨 / 大夫 / 出 / 战 / 而 / 死 / 。 / 即墨 / 人 / 曰 / ： / "" / 安平 / 之 / 战 / ， / 田单 / 宗人 / 以 / 铁笼 / 得 / 全 / ， / 是 / 多 / 智 / 习 / 兵 / 。 / "" / 因 / 共 / 立 / 以 / 为 / 将 / 以 / 拒 / 燕 / 。",123,104,test_b,platform_eval_v2_draft,very_long,Test A is same-book; Test B is cross-book.,104,0.623712,0.807443,0.0,0.406533
160,160,evahan_test_b_291,EvaHan-2022,high,classical,63.61,confirmed,ancient_chinese|joint_wsg_pos|sentence_level|cross_source|long_sentence|pos_rich,"孙子度其行，暮当至馬陵，馬陵道陜而旁多阻隘，可伏兵，乃斫大樹，白而书之曰：""龐涓死此樹下！""于是令齐师善射者万弩夾道而伏，期日暮見火举而俱发。龐涓果夜到斫木下，見白书，以火燭之，读未畢，万弩俱发，魏师大乱相失。龐涓自知智穷兵败，乃自剄，曰：""遂成豎子之名！""","孙子 / 度 / 其 / 行 / ， / 暮 / 当 / 至 / 馬陵 / ， / 馬陵 / 道 / 陜 / 而 / 旁 / 多 / 阻隘 / ， / 可 / 伏 / 兵 / ， / 乃 / 斫 / 大 / 樹 / ， / 白 / 而 / 书 / 之 / 曰 / ： / "" / 龐涓 / 死 / 此 / 樹 / 下 / ！ / "" / 于是 / 令 / 齐师 / 善 / 射 / 者 / 万 / 弩 / 夾 / 道 / 而 / 伏 / ， / 期 / 日暮 / 見 / 火 / 举 / 而 / 俱 / 发 / 。 / 龐涓 / 果 / 夜 / 到 / 斫 / 木 / 下 / ， / 見 / 白书 / ， / 以 / 火 / 燭 / 之 / ， / 读 / 未 / 畢 / ， / 万 / 弩 / 俱 / 发 / ， / 魏师 / 大乱 / 相 / 失 / 。 / 龐涓 / 自 / 知 / 智 / 穷 / 兵 / 败 / ， / 乃 / 自 / 剄 / ， / 曰 / ： / "" / 遂 / 成 / 豎子 / 之 / 名 / ！ / """,129,115,test_b,platform_eval_v2_draft,very_long,Test A is same-book; Test B is cross-book.,104,0.595803,0.793246,0.0,0.462356
161,161,evahan_test_b_971,EvaHan-2022,high,classical,63.57,confirmed,ancient_chinese|joint_wsg_pos|sentence_level|cross_source|oov_heavy|long_sentence|pos_rich,赵军分而为二，粮道绝。武安君出輕兵击之，赵战不利，因筑壁坚守以待救至。秦王闻赵食道绝，自如河内发民年十五以上悉詣长平，遮绝赵救兵及粮食。,赵军 / 分 / 而 / 为 / 二 / ， / 粮道 / 绝 / 。 / 武安君 / 出 / 輕 / 兵 / 击 / 之 / ， / 赵 / 战 / 不 / 利 / ， / 因 / 筑 / 壁 / 坚守 / 以 / 待 / 救 / 至 / 。 / 秦王 / 闻 / 赵 / 食道 / 绝 / ， / 自 / 如 / 河内 / 发 / 民 / 年 / 十五 / 以上 / 悉 / 詣 / 长平 / ， / 遮 / 绝 / 赵 / 救兵 / 及 / 粮食 / 。,68,55,test_b,platform_eval_v2_draft,,Test A is same-book; Test B is cross-book.,104,0.554666,0.782876,0.0,0.405065
162,162,evahan_test_b_1497,EvaHan-2022,high,classical,63.44,confirmed,ancient_chinese|joint_wsg_pos|sentence_level|cross_source|long_sentence|pos_rich,四十五年，周君之秦客谓周最(周冣)曰：「公不若誉秦王之孝，因以应爲太后養地，秦王必喜，是公有秦交。交善，周君必以爲公功。交惡，劝周君入秦者必有罪矣。」,四十五年 / ， / 周君 / 之 / 秦 / 客 / 谓 / 周最 / ( / 周冣 / ) / 曰 / ： / 「 / 公 / 不 / 若 / 誉 / 秦王 / 之 / 孝 / ， / 因 / 以 / 应 / 爲 / 太后 / 養 / 地 / ， / 秦王 / 必 / 喜 / ， / 是 / 公 / 有 / 秦 / 交 / 。 / 交 / 善 / ， / 周君 / 必 / 以 / 爲 / 公 / 功 / 。 / 交 / 惡 / ， / 劝 / 周君 / 入 / 秦 / 者 / 必 / 有 / 罪 / 矣 / 。 / 」,75,64,test_b,platform_eval_v2_draft,,Test A is same-book; Test B is cross-book.,104,0.543336,0.787395,0.0,0.432099
163,163,evahan_test_b_28,EvaHan-2022,high,classical,63.41,confirmed,ancient_chinese|joint_wsg_pos|sentence_level|cross_source|oov_heavy|long_sentence|pos_rich,"智伯曰：""吾乃今知水可以亡人国也。""桓子肘康子，康子履桓子之跗，以汾水可以灌安邑，絳水可以灌平阳也。","智伯 / 曰 / ： / "" / 吾 / 乃 / 今 / 知 / 水 / 可以 / 亡 / 人 / 国 / 也 / 。 / "" / 桓子 / 肘 / 康子 / ， / 康子 / 履 / 桓子 / 之 / 跗 / ， / 以 / 汾水 / 可以 / 灌 / 安邑 / ， / 絳水 / 可 / 以 / 灌 / 平阳 / 也 / 。",50,39,test_b,platform_eval_v2_draft,,Test A is same-book; Test B is cross-book.,104,0.645931,0.820933,0.0,0.455569
164,164,evahan_test_b_933,EvaHan-2022,high,classical,63.4,confirmed,ancient_chinese|joint_wsg_pos|sentence_level|cross_source|oov_heavy|long_sentence|pos_rich,"太后曰：""丈夫亦愛少子乎？""对曰：""甚于妇人。""太后笑曰：""妇人异甚。""对曰：""老臣窃以为媼之愛燕后贤于长安君。""","太后 / 曰 / ： / "" / 丈夫 / 亦 / 愛 / 少 / 子 / 乎 / ？ / "" / 对 / 曰 / ： / "" / 甚 / 于 / 妇人 / 。 / "" / 太后 / 笑 / 曰 / ： / "" / 妇人 / 异 / 甚 / 。 / "" / 对 / 曰 / ： / "" / 老臣 / 窃 / 以 / 为 / 媼 / 之 / 愛 / 燕后 / 贤 / 于 / 长安君 / 。 / """,57,48,test_b,platform_eval_v2_draft,,Test A is same-book; Test B is cross-book.,104,0.649174,0.810554,0.0,0.467455
165,165,evahan_test_b_409,EvaHan-2022,high,classical,63.39,confirmed,ancient_chinese|joint_wsg_pos|sentence_level|cross_source|long_sentence|pos_rich,靖郭君有子四十人，其贱妾之子曰文。文通儻饒智略，说靖郭君以散财養士。靖郭君使文主家待宾客，宾客争誉其美，皆请靖郭君以文为嗣。靖郭君卒，文嗣为薛公，号曰孟嘗君。,靖郭君 / 有 / 子 / 四十 / 人 / ， / 其 / 贱妾 / 之 / 子 / 曰 / 文 / 。 / 文 / 通 / 儻 / 饒 / 智略 / ， / 说 / 靖郭君 / 以 / 散 / 财 / 養 / 士 / 。 / 靖郭君 / 使 / 文主 / 家 / 待 / 宾客 / ， / 宾客 / 争 / 誉 / 其 / 美 / ， / 皆 / 请 / 靖郭君 / 以 / 文 / 为 / 嗣 / 。 / 靖郭君 / 卒 / ， / 文嗣 / 为 / 薛公 / ， / 号 / 曰 / 孟嘗君 / 。,79,59,test_b,platform_eval_v2_draft,,Test A is same-book; Test B is cross-book.,104,0.5674,0.776616,0.0,0.412243
